position COMBINED_rate(cM/Mb) Genetic_Map(cM)
10366 0 10366
10367 0 10367
10370 0 10370
10373 0 10373
10376 0 10376
10377 0 10377
10379 0 10379
10381 0 10381
10382 0 10382
10385 0 10385
10388 0 10388
10389 0 10389
10391 0 10391
10394 0 10394
10397 0 10397
10398 0 10398
10399 0 10399
10400 0 10400
10401 0 10401
10403 0 10403
10404 0 10404
10405 0 10405
10407 0 10407
10410 0 10410
10411 0 10411
10416 0 10416
10420 0 10420
10421 0 10421
10424 0 10424
10427 0 10427
10428 0 10428
10429 0 10429
10433 0 10433
10440 0 10440
10446 0 10446
10448 0 10448
10454 0 10454
10455 0 10455
10456 0 10456
10457 0 10457
10462 0 10462
10463 0 10463
10465 0 10465
10474 0 10474
10475 0 10475
10476 0 10476
10478 0 10478
10479 0 10479
10481 0 10481
10482 0 10482
10484 0 10484
10487 0 10487
10490 0 10490
10493 0 10493
10496 0 10496
10497 0 10497
10499 0 10499
10502 0 10502
10505 0 10505
10506 0 10506
10508 0 10508
10511 0 10511
10514 0 10514
10517 0 10517
10523 0 10523
10524 0 10524
10527 0 10527
10529 0 10529
10530 0 10530
10532 0 10532
10535 0 10535
10538 0 10538
10544 0 10544
10547 0 10547
10548 0 10548
10550 0 10550
10553 0 10553
10556 0 10556
10559 0 10559
10560 0 10560
10562 0 10562
10565 0 10565
10574 0 10574
10576 0 10576
10577 0 10577
10578 0 10578
10580 0 10580
10581 0 10581
10583 0 10583
10586 0 10586
10587 0 10587
10589 0 10589
10592 0 10592
10595 0 10595
10598 0 10598
10599 0 10599
10600 0 10600
10601 0 10601
10604 0 10604
10605 0 10605
10607 0 10607
10608 0 10608
10609 0 10609
10610 0 10610
10616 0 10616
10619 0 10619
10622 0 10622
10625 0 10625
10628 0 10628
10629 0 10629
10631 0 10631
10632 0 10632
10634 0 10634
10637 0 10637
10640 0 10640
10643 0 10643
10644 0 10644
10645 0 10645
10646 0 10646
10649 0 10649
10652 0 10652
10653 0 10653
10654 0 10654
10655 0 10655
10657 0 10657
10658 0 10658
10659 0 10659
10661 0 10661
10663 0 10663
10664 0 10664
10667 0 10667
10670 0 10670
10673 0 10673
10674 0 10674
10676 0 10676
10679 0 10679
10680 0 10680
10682 0 10682
10684 0 10684
10685 0 10685
10687 0 10687
10688 0 10688
10691 0 10691
10692 0 10692
10694 0 10694
10695 0 10695
10697 0 10697
10698 0 10698
10700 0 10700
10701 0 10701
10704 0 10704
10706 0 10706
10707 0 10707
10709 0 10709
10712 0 10712
10715 0 10715
10718 0 10718
10721 0 10721
10724 0 10724
10727 0 10727
10728 0 10728
10730 0 10730
10733 0 10733
10736 0 10736
10739 0 10739
10742 0 10742
10744 0 10744
10745 0 10745
10746 0 10746
10747 0 10747
10748 0 10748
10750 0 10750
10751 0 10751
10752 0 10752
10754 0 10754
10757 0 10757
10765 0 10765
10768 0 10768
10769 0 10769
10771 0 10771
10774 0 10774
10775 0 10775
10777 0 10777
10780 0 10780
10783 0 10783
10784 0 10784
10786 0 10786
10789 0 10789
10790 0 10790
10792 0 10792
10793 0 10793
10795 0 10795
10798 0 10798
10799 0 10799
10801 0 10801
10803 0 10803
10804 0 10804
10807 0 10807
10808 0 10808
10810 0 10810
10811 0 10811
10812 0 10812
10813 0 10813
10816 0 10816
10819 0 10819
10821 0 10821
10822 0 10822
10825 0 10825
10827 0 10827
10828 0 10828
10831 0 10831
10832 0 10832
10834 0 10834
10837 0 10837
10838 0 10838
10841 0 10841
10843 0 10843
10845 0 10845
10846 0 10846
10848 0 10848
10849 0 10849
10850 0 10850
10852 0 10852
10853 0 10853
10855 0 10855
10858 0 10858
10860 0 10860
10861 0 10861
10863 0 10863
10864 0 10864
10865 0 10865
10867 0 10867
10868 0 10868
10870 0 10870
10873 0 10873
10874 0 10874
10876 0 10876
10877 0 10877
10881 0 10881
10882 0 10882
10885 0 10885
10887 0 10887
10891 0 10891
10892 0 10892
10894 0 10894
10895 0 10895
10897 0 10897
10899 0 10899
10900 0 10900
10903 0 10903
10907 0 10907
10908 0 10908
10909 0 10909
10912 0 10912
10914 0 10914
10915 0 10915
10918 0 10918
10920 0 10920
10921 0 10921
10922 0 10922
10923 0 10923
10924 0 10924
10925 0 10925
10927 0 10927
10930 0 10930
10931 0 10931
10933 0 10933
10936 0 10936
10937 0 10937
10939 0 10939
10940 0 10940
10942 0 10942
10943 0 10943
10948 0 10948
10951 0 10951
10954 0 10954
10955 0 10955
10957 0 10957
10961 0 10961
10963 0 10963
10966 0 10966
10967 0 10967
10969 0 10969
10972 0 10972
10975 0 10975
10976 0 10976
10977 0 10977
10978 0 10978
10981 0 10981
10984 0 10984
10986 0 10986
10987 0 10987
10990 0 10990
10991 0 10991
10993 0 10993
10995 0 10995
10996 0 10996
10999 0 10999
11001 0 11001
11002 0 11002
11004 0 11004
11005 0 11005
11008 0 11008
11009 0 11009
11011 0 11011
11013 0 11013
11014 0 11014
11015 0 11015
11016 0 11016
11017 0 11017
11020 0 11020
11023 0 11023
11024 0 11024
11025 0 11025
11026 0 11026
11027 0 11027
11029 0 11029
11038 0 11038
11039 0 11039
11041 0 11041
11044 0 11044
11047 0 11047
11050 0 11050
11053 0 11053
11054 0 11054
11059 0 11059
11060 0 11060
11061 0 11061
11062 0 11062
11063 0 11063
11065 0 11065
11068 0 11068
11069 0 11069
11071 0 11071
11074 0 11074
11075 0 11075
11077 0 11077
11078 0 11078
11080 0 11080
11081 0 11081
11083 0 11083
11084 0 11084
11086 0 11086
11087 0 11087
11088 0 11088
11089 0 11089
11090 0 11090
11092 0 11092
11095 0 11095
11098 0 11098
11101 0 11101
11104 0 11104
11107 0 11107
11110 0 11110
11111 0 11111
11113 0 11113
11116 0 11116
11117 0 11117
11119 0 11119
11120 0 11120
11122 0 11122
11125 0 11125
11128 0 11128
11129 0 11129
11131 0 11131
11134 0 11134
11135 0 11135
11137 0 11137
11140 0 11140
11141 0 11141
11143 0 11143
11144 0 11144
11146 0 11146
11147 0 11147
11149 0 11149
11150 0 11150
11151 0 11151
11152 0 11152
11155 0 11155
11157 0 11157
11158 0 11158
11161 0 11161
11164 0 11164
11167 0 11167
11170 0 11170
11172 0 11172
11173 0 11173
11176 0 11176
11177 0 11177
11179 0 11179
11182 0 11182
11185 0 11185
11186 0 11186
11188 0 11188
11191 0 11191
11194 0 11194
11195 0 11195
11196 0 11196
11197 0 11197
11200 0 11200
11203 0 11203
11204 0 11204
11206 0 11206
11207 0 11207
11209 0 11209
11212 0 11212
11215 0 11215
11218 0 11218
11219 0 11219
11221 0 11221
11224 0 11224
11227 0 11227
11229 0 11229
11230 0 11230
11233 0 11233
11236 0 11236
11237 0 11237
11239 0 11239
11242 0 11242
11243 0 11243
11244 0 11244
11245 0 11245
11248 0 11248
11249 0 11249
11251 0 11251
11252 0 11252
11253 0 11253
11254 0 11254
11255 0 11255
11257 0 11257
11258 0 11258
11260 0 11260
11263 0 11263
11266 0 11266
11267 0 11267
11268 0 11268
11269 0 11269
11270 0 11270
11272 0 11272
11275 0 11275
11278 0 11278
11279 0 11279
11283 0 11283
11284 0 11284
11287 0 11287
11288 0 11288
11289 0 11289
11290 0 11290
11291 0 11291
11293 0 11293
11296 0 11296
11299 0 11299
11302 0 11302
11305 0 11305
11308 0 11308
11309 0 11309
11311 0 11311
11314 0 11314
11315 0 11315
11317 0 11317
11318 0 11318
11321 0 11321
11322 0 11322
11323 0 11323
11324 0 11324
11326 0 11326
11328 0 11328
11329 0 11329
11331 0 11331
11332 0 11332
11334 0 11334
11335 0 11335
11337 0 11337
11339 0 11339
11341 0 11341
11344 0 11344
11347 0 11347
11348 0 11348
11350 0 11350
11353 0 11353
11355 0 11355
11356 0 11356
11359 0 11359
11360 0 11360
11361 0 11361
11362 0 11362
11365 0 11365
11366 0 11366
11367 0 11367
11368 0 11368
11371 0 11371
11374 0 11374
11375 0 11375
11377 0 11377
11380 0 11380
11381 0 11381
11383 0 11383
11384 0 11384
11386 0 11386
11387 0 11387
11389 0 11389
11390 0 11390
11392 0 11392
11395 0 11395
11396 0 11396
11398 0 11398
11399 0 11399
11401 0 11401
11403 0 11403
11404 0 11404
11407 0 11407
11409 0 11409
11410 0 11410
11413 0 11413
11416 0 11416
11419 0 11419
11422 0 11422
11425 0 11425
11428 0 11428
11430 0 11430
11431 0 11431
11432 0 11432
11434 0 11434
11435 0 11435
11437 0 11437
11440 0 11440
11443 0 11443
11446 0 11446
11447 0 11447
11449 0 11449
11452 0 11452
11453 0 11453
11455 0 11455
11458 0 11458
11461 0 11461
11464 0 11464
11465 0 11465
11466 0 11466
11467 0 11467
11470 0 11470
11471 0 11471
11473 0 11473
11475 0 11475
11476 0 11476
11479 0 11479
11482 0 11482
11485 0 11485
11488 0 11488
11490 0 11490
11491 0 11491
11494 0 11494
11497 0 11497
11499 0 11499
11500 0 11500
11503 0 11503
11506 0 11506
11509 0 11509
11512 0 11512
11515 0 11515
11516 0 11516
11518 0 11518
11521 0 11521
11524 0 11524
11525 0 11525
11527 0 11527
11530 0 11530
11531 0 11531
11533 0 11533
11536 0 11536
11539 0 11539
11542 0 11542
11544 0 11544
11545 0 11545
11547 0 11547
11548 0 11548
11549 0 11549
11551 0 11551
11554 0 11554
11555 0 11555
11557 0 11557
11560 0 11560
11563 0 11563
11566 0 11566
11569 0 11569
11571 0 11571
11572 0 11572
11575 0 11575
11576 0 11576
11578 0 11578
11581 0 11581
11582 0 11582
11587 0 11587
11588 0 11588
11590 0 11590
11592 0 11592
11593 0 11593
11595 0 11595
11596 0 11596
11599 0 11599
11600 0 11600
11602 0 11602
11603 0 11603
11605 0 11605
11608 0 11608
11609 0 11609
11611 0 11611
11612 0 11612
11613 0 11613
11614 0 11614
11617 0 11617
11620 0 11620
11623 0 11623
11626 0 11626
11629 0 11629
11630 0 11630
11632 0 11632
11634 0 11634
11635 0 11635
11638 0 11638
11641 0 11641
11642 0 11642
11644 0 11644
11647 0 11647
11648 0 11648
11650 0 11650
11651 0 11651
11653 0 11653
11654 0 11654
11655 0 11655
11656 0 11656
11659 0 11659
11662 0 11662
11665 0 11665
11668 0 11668
11671 0 11671
11674 0 11674
11677 0 11677
11680 0 11680
11685 0 11685
11686 0 11686
11689 0 11689
11692 0 11692
11695 0 11695
11696 0 11696
11698 0 11698
11699 0 11699
11701 0 11701
11704 0 11704
11708 0 11708
11710 0 11710
11713 0 11713
11716 0 11716
11719 0 11719
11722 0 11722
11725 0 11725
11728 0 11728
11731 0 11731
11732 0 11732
11733 0 11733
11734 0 11734
11735 0 11735
11736 0 11736
11737 0 11737
11740 0 11740
11743 0 11743
11744 0 11744
11746 0 11746
11748 0 11748
11749 0 11749
11752 0 11752
11755 0 11755
11756 0 11756
11758 0 11758
11761 0 11761
11762 0 11762
11764 0 11764
11765 0 11765
11767 0 11767
11770 0 11770
11773 0 11773
11776 0 11776
11778 0 11778
11779 0 11779
11782 0 11782
11785 0 11785
11788 0 11788
11792 0 11792
11794 0 11794
11797 0 11797
11800 0 11800
11803 0 11803
11806 0 11806
11807 0 11807
11809 0 11809
11810 0 11810
11812 0 11812
11815 0 11815
11818 0 11818
11819 0 11819
11821 0 11821
11824 0 11824
11825 0 11825
11827 0 11827
11830 0 11830
11833 0 11833
11836 0 11836
11839 0 11839
11840 0 11840
11842 0 11842
11845 0 11845
11846 0 11846
11851 0 11851
11852 0 11852
11854 0 11854
11855 0 11855
11857 0 11857
11860 0 11860
11863 0 11863
11864 0 11864
11866 0 11866
11869 0 11869
11872 0 11872
11875 0 11875
11878 0 11878
11881 0 11881
11882 0 11882
11884 0 11884
11885 0 11885
11886 0 11886
11887 0 11887
11890 0 11890
11893 0 11893
11896 0 11896
11899 0 11899
11900 0 11900
11902 0 11902
11903 0 11903
11905 0 11905
11906 0 11906
11908 0 11908
11909 0 11909
11911 0 11911
11914 0 11914
11916 0 11916
11917 0 11917
11918 0 11918
11920 0 11920
11923 0 11923
11926 0 11926
11928 0 11928
11929 0 11929
11930 0 11930
11931 0 11931
11932 0 11932
11935 0 11935
11936 0 11936
11938 0 11938
11941 0 11941
11944 0 11944
11946 0 11946
11947 0 11947
11950 0 11950
11951 0 11951
11953 0 11953
11956 0 11956
11957 0 11957
11959 0 11959
11960 0 11960
11962 0 11962
11963 0 11963
11965 0 11965
11968 0 11968
11969 0 11969
11970 0 11970
11971 0 11971
11972 0 11972
11974 0 11974
11977 0 11977
11978 0 11978
11980 0 11980
11981 0 11981
11983 0 11983
11984 0 11984
11986 0 11986
11988 0 11988
11989 0 11989
11992 0 11992
11995 0 11995
11998 0 11998
12001 0 12001
12004 0 12004
12005 0 12005
12007 0 12007
12010 0 12010
12011 0 12011
12012 0 12012
12014 0 12014
12015 0 12015
12017 0 12017
12019 0 12019
12020 0 12020
12021 0 12021
12022 0 12022
12025 0 12025
12026 0 12026
12027 0 12027
12028 0 12028
12030 0 12030
12031 0 12031
12033 0 12033
12034 0 12034
12036 0 12036
12040 0 12040
12043 0 12043
12046 0 12046
12048 0 12048
12049 0 12049
12052 0 12052
12055 0 12055
12058 0 12058
12059 0 12059
12061 0 12061
12063 0 12063
12064 0 12064
12065 0 12065
12067 0 12067
12070 0 12070
12071 0 12071
12072 0 12072
12073 0 12073
12074 0 12074
12076 0 12076
12079 0 12079
12082 0 12082
12083 0 12083
12084 0 12084
12085 0 12085
12088 0 12088
12089 0 12089
12091 0 12091
12092 0 12092
12094 0 12094
12096 0 12096
12097 0 12097
12098 0 12098
12099 0 12099
12100 0 12100
12103 0 12103
12104 0 12104
12105 0 12105
12106 0 12106
12109 0 12109
12112 0 12112
12113 0 12113
12115 0 12115
12119 0 12119
12121 0 12121
12123 0 12123
12126 0 12126
12127 0 12127
12128 0 12128
12130 0 12130
12131 0 12131
12133 0 12133
12134 0 12134
12135 0 12135
12136 0 12136
12140 0 12140
12141 0 12141
12142 0 12142
12144 0 12144
12148 0 12148
12151 0 12151
12152 0 12152
12153 0 12153
12160 0 12160
12161 0 12161
12162 0 12162
12164 0 12164
12166 0 12166
12167 0 12167
12170 0 12170
12171 0 12171
12172 0 12172
12173 0 12173
12174 0 12174
12175 0 12175
12176 0 12176
12177 0 12177
12178 0 12178
12180 0 12180
12181 0 12181
12182 0 12182
12183 0 12183
12184 0 12184
12186 0 12186
12187 0 12187
12188 0 12188
12189 0 12189
12190 0 12190
12191 0 12191
12192 0 12192
12193 0 12193
12194 0 12194
12196 0 12196
12201 0 12201
12202 0 12202
12203 0 12203
12208 0 12208
12212 0 12212
12214 0 12214
12215 0 12215
12216 0 12216
12217 0 12217
12218 0 12218
12223 0 12223
12224 0 12224
12231 0 12231
12232 0 12232
12234 0 12234
12235 0 12235
12236 0 12236
12237 0 12237
12238 0 12238
12239 0 12239
12240 0 12240
12242 0 12242
12245 0 12245
12246 0 12246
12248 0 12248
12249 0 12249
12250 0 12250
12254 0 12254
12265 0 12265
12266 0 12266
12267 0 12267
12268 0 12268
12273 0 12273
12275 0 12275
12276 0 12276
12278 0 12278
12279 0 12279
12280 0 12280
12281 0 12281
12283 0 12283
12284 0 12284
12285 0 12285
12286 0 12286
12290 0 12290
12292 0 12292
12295 0 12295
12297 0 12297
12300 0 12300
12302 0 12302
12303 0 12303
12306 0 12306
12307 0 12307
12308 0 12308
12309 0 12309
12311 0 12311
12312 0 12312
12317 0 12317
12318 0 12318
12321 0 12321
12330 0 12330
12331 0 12331
12337 0 12337
12338 0 12338
12339 0 12339
12340 0 12340
12341 0 12341
12342 0 12342
12346 0 12346
12348 0 12348
12349 0 12349
12351 0 12351
12352 0 12352
12354 0 12354
12357 0 12357
12358 0 12358
12360 0 12360
12361 0 12361
12362 0 12362
12363 0 12363
12364 0 12364
12366 0 12366
12367 0 12367
12369 0 12369
12370 0 12370
12372 0 12372
12373 0 12373
12375 0 12375
12376 0 12376
12378 0 12378
12379 0 12379
12381 0 12381
12384 0 12384
12387 0 12387
12389 0 12389
12390 0 12390
12391 0 12391
12393 0 12393
12396 0 12396
12397 0 12397
12398 0 12398
12399 0 12399
12400 0 12400
12401 0 12401
12403 0 12403
12405 0 12405
12406 0 12406
12408 0 12408
12410 0 12410
12411 0 12411
12414 0 12414
12416 0 12416
12417 0 12417
12418 0 12418
12420 0 12420
12421 0 12421
12424 0 12424
12425 0 12425
12426 0 12426
12429 0 12429
12432 0 12432
12435 0 12435
12436 0 12436
12437 0 12437
12438 0 12438
12441 0 12441
12444 0 12444
12446 0 12446
12447 0 12447
12448 0 12448
12450 0 12450
12451 0 12451
12453 0 12453
12454 0 12454
12459 0 12459
12462 0 12462
12465 0 12465
12467 0 12467
12468 0 12468
12469 0 12469
12471 0 12471
12473 0 12473
12474 0 12474
12476 0 12476
12477 0 12477
12479 0 12479
12480 0 12480
12481 0 12481
12483 0 12483
12486 0 12486
12490 0 12490
12491 0 12491
12492 0 12492
12493 0 12493
12495 0 12495
12498 0 12498
12499 0 12499
12501 0 12501
12503 0 12503
12504 0 12504
12505 0 12505
12507 0 12507
12508 0 12508
12509 0 12509
12510 0 12510
12512 0 12512
12513 0 12513
12516 0 12516
12519 0 12519
12522 0 12522
12523 0 12523
12524 0 12524
12525 0 12525
12528 0 12528
12530 0 12530
12531 0 12531
12534 0 12534
12535 0 12535
12537 0 12537
12540 0 12540
12541 0 12541
12542 0 12542
12543 0 12543
12544 0 12544
12545 0 12545
12546 0 12546
12549 0 12549
12552 0 12552
12555 0 12555
12556 0 12556
12557 0 12557
12558 0 12558
12561 0 12561
12562 0 12562
12564 0 12564
12565 0 12565
12567 0 12567
12568 0 12568
12570 0 12570
12573 0 12573
12574 0 12574
12576 0 12576
12579 0 12579
12580 0 12580
12582 0 12582
12583 0 12583
12585 0 12585
12586 0 12586
12587 0 12587
12588 0 12588
12591 0 12591
12595 0 12595
12597 0 12597
12598 0 12598
12599 0 12599
12601 0 12601
12603 0 12603
12605 0 12605
12606 0 12606
12609 0 12609
12610 0 12610
12611 0 12611
12612 0 12612
12613 0 12613
12615 0 12615
12616 0 12616
12618 0 12618
12621 0 12621
12622 0 12622
12623 0 12623
12624 0 12624
12627 0 12627
12630 0 12630
12631 0 12631
12633 0 12633
12634 0 12634
12635 0 12635
12636 0 12636
12640 0 12640
12642 0 12642
12643 0 12643
12645 0 12645
12648 0 12648
12649 0 12649
12650 0 12650
12651 0 12651
12654 0 12654
12657 0 12657
12661 0 12661
12662 0 12662
12663 0 12663
12666 0 12666
12669 0 12669
12671 0 12671
12672 0 12672
12673 0 12673
12674 0 12674
12675 0 12675
12678 0 12678
12679 0 12679
12680 0 12680
12681 0 12681
12684 0 12684
12687 0 12687
12693 0 12693
12696 0 12696
12697 0 12697
12699 0 12699
12702 0 12702
12705 0 12705
12708 0 12708
12709 0 12709
12711 0 12711
12712 0 12712
12714 0 12714
12715 0 12715
12716 0 12716
12717 0 12717
12718 0 12718
12719 0 12719
12720 0 12720
12721 0 12721
12723 0 12723
12726 0 12726
12727 0 12727
12730 0 12730
12731 0 12731
12732 0 12732
12733 0 12733
12735 0 12735
12738 0 12738
12739 0 12739
12741 0 12741
12744 0 12744
12745 0 12745
12747 0 12747
12748 0 12748
12749 0 12749
12750 0 12750
12752 0 12752
12753 0 12753
12754 0 12754
12756 0 12756
12757 0 12757
12759 0 12759
12762 0 12762
12765 0 12765
12768 0 12768
12769 0 12769
12770 0 12770
12771 0 12771
12773 0 12773
12774 0 12774
12775 0 12775
12777 0 12777
12779 0 12779
12780 0 12780
12781 0 12781
12782 0 12782
12783 0 12783
12786 0 12786
12789 0 12789
12792 0 12792
12793 0 12793
12795 0 12795
12797 0 12797
12798 0 12798
12801 0 12801
12802 0 12802
12804 0 12804
12807 0 12807
12810 0 12810
12811 0 12811
12813 0 12813
12814 0 12814
12816 0 12816
12819 0 12819
12820 0 12820
12821 0 12821
12822 0 12822
12823 0 12823
12825 0 12825
12828 0 12828
12831 0 12831
12834 0 12834
12840 0 12840
12841 0 12841
12842 0 12842
12843 0 12843
12846 0 12846
12850 0 12850
12852 0 12852
12853 0 12853
12855 0 12855
12858 0 12858
12861 0 12861
12864 0 12864
12865 0 12865
12867 0 12867
12870 0 12870
12873 0 12873
12874 0 12874
12875 0 12875
12876 0 12876
12879 0 12879
12880 0 12880
12882 0 12882
12883 0 12883
12885 0 12885
12888 0 12888
12891 0 12891
12892 0 12892
12894 0 12894
12895 0 12895
12897 0 12897
12900 0 12900
12903 0 12903
12904 0 12904
12905 0 12905
12906 0 12906
12907 0 12907
12908 0 12908
12909 0 12909
12912 0 12912
12915 0 12915
12916 0 12916
12918 0 12918
12921 0 12921
12922 0 12922
12923 0 12923
12924 0 12924
12927 0 12927
12930 0 12930
12933 0 12933
12935 0 12935
12936 0 12936
12937 0 12937
12939 0 12939
12940 0 12940
12941 0 12941
12942 0 12942
12945 0 12945
12946 0 12946
12948 0 12948
12950 0 12950
12951 0 12951
12952 0 12952
12954 0 12954
12957 0 12957
12958 0 12958
12960 0 12960
12961 0 12961
12962 0 12962
12963 0 12963
12964 0 12964
12965 0 12965
12966 0 12966
12967 0 12967
12968 0 12968
12969 0 12969
12972 0 12972
12973 0 12973
12975 0 12975
12976 0 12976
12978 0 12978
12981 0 12981
12984 0 12984
12987 0 12987
12988 0 12988
12990 0 12990
12993 0 12993
12996 0 12996
12997 0 12997
12999 0 12999
13002 0 13002
13005 0 13005
13008 0 13008
13011 0 13011
13014 0 13014
13015 0 13015
13017 0 13017
13019 0 13019
13020 0 13020
13021 0 13021
13022 0 13022
13023 0 13023
13025 0 13025
13026 0 13026
13028 0 13028
13029 0 13029
13030 0 13030
13031 0 13031
13032 0 13032
13035 0 13035
13036 0 13036
13038 0 13038
13041 0 13041
13042 0 13042
13043 0 13043
13044 0 13044
13045 0 13045
13046 0 13046
13047 0 13047
13048 0 13048
13050 0 13050
13051 0 13051
13053 0 13053
13054 0 13054
13056 0 13056
13057 0 13057
13059 0 13059
13062 0 13062
13064 0 13064
13065 0 13065
13066 0 13066
13068 0 13068
13071 0 13071
13072 0 13072
13074 0 13074
13077 0 13077
13080 0 13080
13083 0 13083
13084 0 13084
13086 0 13086
13089 0 13089
13090 0 13090
13092 0 13092
13093 0 13093
13094 0 13094
13095 0 13095
13098 0 13098
13099 0 13099
13101 0 13101
13104 0 13104
13105 0 13105
13106 0 13106
13107 0 13107
13110 0 13110
13111 0 13111
13113 0 13113
13114 0 13114
13116 0 13116
13117 0 13117
13119 0 13119
13122 0 13122
13125 0 13125
13126 0 13126
13127 0 13127
13128 0 13128
13129 0 13129
13130 0 13130
13131 0 13131
13132 0 13132
13134 0 13134
13135 0 13135
13136 0 13136
13140 0 13140
13143 0 13143
13144 0 13144
13145 0 13145
13146 0 13146
13147 0 13147
13148 0 13148
13149 0 13149
13150 0 13150
13152 0 13152
13153 0 13153
13154 0 13154
13155 0 13155
13157 0 13157
13158 0 13158
13161 0 13161
13162 0 13162
13164 0 13164
13166 0 13166
13167 0 13167
13168 0 13168
13170 0 13170
13173 0 13173
13174 0 13174
13175 0 13175
13176 0 13176
13179 0 13179
13180 0 13180
13182 0 13182
13183 0 13183
13184 0 13184
13185 0 13185
13186 0 13186
13188 0 13188
13191 0 13191
13192 0 13192
13194 0 13194
13195 0 13195
13197 0 13197
13198 0 13198
13200 0 13200
13203 0 13203
13204 0 13204
13206 0 13206
13209 0 13209
13212 0 13212
13215 0 13215
13218 0 13218
13221 0 13221
13224 0 13224
13225 0 13225
13227 0 13227
13230 0 13230
13236 0 13236
13239 0 13239
13240 0 13240
13242 0 13242
13245 0 13245
13246 0 13246
13248 0 13248
13251 0 13251
13254 0 13254
13257 0 13257
13260 0 13260
13263 0 13263
13266 0 13266
13269 0 13269
13271 0 13271
13272 0 13272
13275 0 13275
13276 0 13276
13278 0 13278
13279 0 13279
13281 0 13281
13285 0 13285
13287 0 13287
13290 0 13290
13291 0 13291
13293 0 13293
13294 0 13294
13296 0 13296
13299 0 13299
13302 0 13302
13303 0 13303
13305 0 13305
13306 0 13306
13308 0 13308
13311 0 13311
13314 0 13314
13315 0 13315
13317 0 13317
13320 0 13320
13323 0 13323
13326 0 13326
13327 0 13327
13329 0 13329
13332 0 13332
13335 0 13335
13338 0 13338
13340 0 13340
13341 0 13341
13344 0 13344
13347 0 13347
13349 0 13349
13350 0 13350
13351 0 13351
13353 0 13353
13354 0 13354
13356 0 13356
13359 0 13359
13362 0 13362
13365 0 13365
13368 0 13368
13371 0 13371
13374 0 13374
13375 0 13375
13376 0 13376
13377 0 13377
13380 0 13380
13382 0 13382
13383 0 13383
13384 0 13384
13385 0 13385
13386 0 13386
13387 0 13387
13388 0 13388
13389 0 13389
13391 0 13391
13392 0 13392
13395 0 13395
13398 0 13398
13399 0 13399
13401 0 13401
13404 0 13404
13407 0 13407
13410 0 13410
13413 0 13413
13416 0 13416
13419 0 13419
13420 0 13420
13422 0 13422
13425 0 13425
13428 0 13428
13430 0 13430
13431 0 13431
13434 0 13434
13436 0 13436
13437 0 13437
13440 0 13440
13443 0 13443
13444 0 13444
13448 0 13448
13449 0 13449
13452 0 13452
13453 0 13453
13455 0 13455
13457 0 13457
13458 0 13458
13460 0 13460
13461 0 13461
13464 0 13464
13465 0 13465
13466 0 13466
13467 0 13467
13468 0 13468
13469 0 13469
13470 0 13470
13471 0 13471
13473 0 13473
13474 0 13474
13476 0 13476
13477 0 13477
13478 0 13478
13479 0 13479
13481 0 13481
13482 0 13482
13485 0 13485
13487 0 13487
13488 0 13488
13490 0 13490
13491 0 13491
13493 0 13493
13494 0 13494
13497 0 13497
13500 0 13500
13502 0 13502
13503 0 13503
13506 0 13506
13509 0 13509
13512 0 13512
13513 0 13513
13515 0 13515
13516 0 13516
13517 0 13517
13518 0 13518
13521 0 13521
13524 0 13524
13525 0 13525
13527 0 13527
13528 0 13528
13530 0 13530
13532 0 13532
13533 0 13533
13535 0 13535
13536 0 13536
13538 0 13538
13539 0 13539
13542 0 13542
13543 0 13543
13545 0 13545
13547 0 13547
13557 0 13557
13563 0 13563
13564 0 13564
13565 0 13565
13566 0 13566
13567 0 13567
13569 0 13569
13572 0 13572
13573 0 13573
13575 0 13575
13576 0 13576
13578 0 13578
13579 0 13579
13581 0 13581
13583 0 13583
13584 0 13584
13586 0 13586
13587 0 13587
13590 0 13590
13593 0 13593
13594 0 13594
13596 0 13596
13597 0 13597
13599 0 13599
13602 0 13602
13603 0 13603
13604 0 13604
13605 0 13605
13606 0 13606
13608 0 13608
13611 0 13611
13612 0 13612
13614 0 13614
13615 0 13615
13617 0 13617
13618 0 13618
13620 0 13620
13623 0 13623
13624 0 13624
13626 0 13626
13627 0 13627
13629 0 13629
13630 0 13630
13632 0 13632
13633 0 13633
13635 0 13635
13637 0 13637
13638 0 13638
13641 0 13641
13644 0 13644
13646 0 13646
13647 0 13647
13648 0 13648
13650 0 13650
13651 0 13651
13653 0 13653
13654 0 13654
13656 0 13656
13658 0 13658
13659 0 13659
13660 0 13660
13661 0 13661
13662 0 13662
13665 0 13665
13668 0 13668
13671 0 13671
13674 0 13674
13675 0 13675
13676 0 13676
13677 0 13677
13680 0 13680
13681 0 13681
13683 0 13683
13686 0 13686
13687 0 13687
13689 0 13689
13691 0 13691
13692 0 13692
13695 0 13695
13696 0 13696
13698 0 13698
13701 0 13701
13702 0 13702
13704 0 13704
13705 0 13705
13707 0 13707
13708 0 13708
13709 0 13709
13710 0 13710
13711 0 13711
13712 0 13712
13713 0 13713
13716 0 13716
13717 0 13717
13718 0 13718
13719 0 13719
13720 0 13720
13722 0 13722
13725 0 13725
13728 0 13728
13731 0 13731
13734 0 13734
13735 0 13735
13737 0 13737
13740 0 13740
13741 0 13741
13742 0 13742
13743 0 13743
13745 0 13745
13746 0 13746
13747 0 13747
13748 0 13748
13749 0 13749
13752 0 13752
13753 0 13753
